gender,agegroup,education,ethnicity,income,shopping,risk,harm,infotype,willingness-,willingness
Female,35-39,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,InducedDisclosure,Emails,8,1
Female,35-39,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,Insecurity,Emails,8,1
Female,35-39,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,Surveillance,Emails,8,1
Male,55-59,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your state,InducedDisclosure,Emails,6,3
Male,55-59,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your state,Insecurity,Emails,7,2
Male,55-59,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your state,Surveillance,Emails,7,2
Female,30-34,"High school graduate, no college",White,"$75,000 to $99,999",null,only 1 person in your family,InducedDisclosure,Emails,4,5
Female,30-34,"High school graduate, no college",White,"$75,000 to $99,999",null,only 1 person in your family,Insecurity,Emails,5,4
Female,30-34,"High school graduate, no college",White,"$75,000 to $99,999",null,only 1 person in your family,Surveillance,Emails,4,5
Female,50-54,Masters degree,Black or African American,"$25,000 to $34,999",null,only 1 person in your family,InducedDisclosure,Emails,8,1
Female,50-54,Masters degree,Black or African American,"$25,000 to $34,999",null,only 1 person in your family,Insecurity,Emails,8,1
Female,50-54,Masters degree,Black or African American,"$25,000 to $34,999",null,only 1 person in your family,Surveillance,Emails,8,1
Male,55-59,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your family,InducedDisclosure,Emails,8,1
Male,55-59,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your family,Insecurity,Emails,8,1
Male,55-59,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your family,Surveillance,Emails,8,1
Male,25-29,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your city,InducedDisclosure,Emails,2,7
Male,25-29,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your city,Insecurity,Emails,4,5
Male,25-29,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your city,Surveillance,Emails,4,5
Female,55-59,"High school graduate, no college",Black or African American,"$25,000 to $34,999",null,only 1 person in your family,InducedDisclosure,Emails,8,1
Female,55-59,"High school graduate, no college",Black or African American,"$25,000 to $34,999",null,only 1 person in your family,Insecurity,Emails,8,1
Female,55-59,"High school graduate, no college",Black or African American,"$25,000 to $34,999",null,only 1 person in your family,Surveillance,Emails,8,1
Male,30-34,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your state,InducedDisclosure,Emails,5,4
Male,30-34,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your state,Insecurity,Emails,7,2
Male,30-34,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your state,Surveillance,Emails,6,3
Female,30-34,Masters degree,White,"$150,000 or more",null,only 1 person in your country,InducedDisclosure,Emails,7,2
Female,30-34,Masters degree,White,"$150,000 or more",null,only 1 person in your country,Insecurity,Emails,7,2
Female,30-34,Masters degree,White,"$150,000 or more",null,only 1 person in your country,Surveillance,Emails,8,1
Male,60 or older,Doctoral degree,White,"Less than $25,000",null,only 1 person in your workplace,InducedDisclosure,Emails,8,1
Male,60 or older,Doctoral degree,White,"Less than $25,000",null,only 1 person in your workplace,Insecurity,Emails,8,1
Male,60 or older,Doctoral degree,White,"Less than $25,000",null,only 1 person in your workplace,Surveillance,Emails,8,1
Female,40-44,Masters degree,White,"$75,000 to $99,999",null,only 1 person in your family,InducedDisclosure,Emails,1,8
Female,40-44,Masters degree,White,"$75,000 to $99,999",null,only 1 person in your family,Insecurity,Emails,4,5
Female,40-44,Masters degree,White,"$75,000 to $99,999",null,only 1 person in your family,Surveillance,Emails,4,5
Female,45-49,Masters degree,White,"$100,000 to $124,999",null,only 1 person in your city,InducedDisclosure,Emails,3,6
Female,45-49,Masters degree,White,"$100,000 to $124,999",null,only 1 person in your city,Insecurity,Emails,3,6
Female,45-49,Masters degree,White,"$100,000 to $124,999",null,only 1 person in your city,Surveillance,Emails,3,6
Female,60 or older,Doctoral degree,White,"$50,000 to $74,999",null,only 1 person in your state,InducedDisclosure,Emails,8,1
Female,60 or older,Doctoral degree,White,"$50,000 to $74,999",null,only 1 person in your state,Insecurity,Emails,8,1
Female,60 or older,Doctoral degree,White,"$50,000 to $74,999",null,only 1 person in your state,Surveillance,Emails,8,1
Male,35-39,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your workplace,InducedDisclosure,Emails,8,1
Male,35-39,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your workplace,Insecurity,Emails,8,1
Male,35-39,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your workplace,Surveillance,Emails,8,1
Male,25-29,Bachelor's degree,Asian/Pacific Islander,"Less than $25,000",null,only 1 person in your country,InducedDisclosure,Emails,8,1
Male,25-29,Bachelor's degree,Asian/Pacific Islander,"Less than $25,000",null,only 1 person in your country,Insecurity,Emails,8,1
Male,25-29,Bachelor's degree,Asian/Pacific Islander,"Less than $25,000",null,only 1 person in your country,Surveillance,Emails,8,1
Male,35-39,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your city,InducedDisclosure,Emails,1,8
Male,35-39,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your city,Insecurity,Emails,1,8
Male,35-39,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your city,Surveillance,Emails,2,7
Female,35-39,Bachelor's degree,White,"$100,000 to $124,999",null,only 1 person in your workplace,InducedDisclosure,Emails,2,7
Female,35-39,Bachelor's degree,White,"$100,000 to $124,999",null,only 1 person in your workplace,Insecurity,Emails,2,7
Female,35-39,Bachelor's degree,White,"$100,000 to $124,999",null,only 1 person in your workplace,Surveillance,Emails,4,5
Female,50-54,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your family,InducedDisclosure,Emails,6,3
Female,50-54,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your family,Insecurity,Emails,7,2
Female,50-54,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your family,Surveillance,Emails,7,2
Male,45-49,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your state,InducedDisclosure,Emails,6,3
Male,45-49,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your state,Insecurity,Emails,8,1
Male,45-49,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your state,Surveillance,Emails,8,1
Female,60 or older,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your workplace,InducedDisclosure,Emails,4,5
Female,60 or older,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your workplace,Insecurity,Emails,4,5
Female,60 or older,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your workplace,Surveillance,Emails,3,6
Male,35-39,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your workplace,InducedDisclosure,Emails,8,1
Male,35-39,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your workplace,Insecurity,Emails,8,1
Male,35-39,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your workplace,Surveillance,Emails,8,1
Male,40-44,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,InducedDisclosure,Emails,8,1
Male,40-44,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,Insecurity,Emails,5,4
Male,40-44,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,Surveillance,Emails,8,1
Female,55-59,Masters degree,White,"$50,000 to $74,999",null,only 1 person in your workplace,InducedDisclosure,Emails,8,1
Female,55-59,Masters degree,White,"$50,000 to $74,999",null,only 1 person in your workplace,Insecurity,Emails,8,1
Female,55-59,Masters degree,White,"$50,000 to $74,999",null,only 1 person in your workplace,Surveillance,Emails,8,1
Male,45-49,Masters degree,White,"$35,000 to $49,999",null,only 1 person in your family,InducedDisclosure,Emails,7,2
Male,45-49,Masters degree,White,"$35,000 to $49,999",null,only 1 person in your family,Insecurity,Emails,8,1
Male,45-49,Masters degree,White,"$35,000 to $49,999",null,only 1 person in your family,Surveillance,Emails,8,1
Female,35-39,Masters degree,Black or African American,"$125,000 to $149,999",null,only 1 person in your workplace,InducedDisclosure,Emails,7,2
Female,35-39,Masters degree,Black or African American,"$125,000 to $149,999",null,only 1 person in your workplace,Insecurity,Emails,7,2
Female,35-39,Masters degree,Black or African American,"$125,000 to $149,999",null,only 1 person in your workplace,Surveillance,Emails,7,2
Male,25-29,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your state,InducedDisclosure,Emails,6,3
Male,25-29,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your state,Insecurity,Emails,6,3
Male,25-29,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your state,Surveillance,Emails,6,3
Male,25-29,Masters degree,White,"$35,000 to $49,999",null,only 1 person in your city,InducedDisclosure,Emails,8,1
Male,25-29,Masters degree,White,"$35,000 to $49,999",null,only 1 person in your city,Insecurity,Emails,8,1
Male,25-29,Masters degree,White,"$35,000 to $49,999",null,only 1 person in your city,Surveillance,Emails,8,1
Male,30-34,Masters degree,White,"Less than $25,000",null,only 1 person in your country,InducedDisclosure,Emails,6,3
Male,30-34,Masters degree,White,"Less than $25,000",null,only 1 person in your country,Insecurity,Emails,6,3
Male,30-34,Masters degree,White,"Less than $25,000",null,only 1 person in your country,Surveillance,Emails,6,3
Female,60 or older,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your workplace,InducedDisclosure,Emails,3,6
Female,60 or older,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your workplace,Insecurity,Emails,3,6
Female,60 or older,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your workplace,Surveillance,Emails,6,3
Female,25-29,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your family,InducedDisclosure,Emails,8,1
Female,25-29,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your family,Insecurity,Emails,8,1
Female,25-29,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your family,Surveillance,Emails,8,1
Male,30-34,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your city,InducedDisclosure,Emails,7,2
Male,30-34,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your city,Insecurity,Emails,7,2
Male,30-34,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your city,Surveillance,Emails,8,1
Male,40-44,"High school graduate, no college",White,"$35,000 to $49,999",null,only 1 person in your workplace,InducedDisclosure,Emails,4,5
Male,40-44,"High school graduate, no college",White,"$35,000 to $49,999",null,only 1 person in your workplace,Insecurity,Emails,6,3
Male,40-44,"High school graduate, no college",White,"$35,000 to $49,999",null,only 1 person in your workplace,Surveillance,Emails,5,4
Male,18-24,Bachelor's degree,Hispanic or Latino,"$50,000 to $74,999",null,only 1 person in your state,InducedDisclosure,Emails,8,1
Male,18-24,Bachelor's degree,Hispanic or Latino,"$50,000 to $74,999",null,only 1 person in your state,Insecurity,Emails,8,1
Male,18-24,Bachelor's degree,Hispanic or Latino,"$50,000 to $74,999",null,only 1 person in your state,Surveillance,Emails,8,1
Male,45-49,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your workplace,InducedDisclosure,Emails,7,2
Male,45-49,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your workplace,Insecurity,Emails,7,2
Male,45-49,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your workplace,Surveillance,Emails,8,1
Female,25-29,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your country,InducedDisclosure,Emails,4,5
Female,25-29,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your country,Insecurity,Emails,4,5
Female,25-29,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your country,Surveillance,Emails,3,6
Female,25-29,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your family,InducedDisclosure,Emails,5,4
Female,25-29,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your family,Insecurity,Emails,6,3
Female,25-29,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your family,Surveillance,Emails,5,4
Female,25-29,Some college or associate degree,Asian/Pacific Islander,"$35,000 to $49,999",null,only 1 person in your country,InducedDisclosure,Emails,4,5
Female,25-29,Some college or associate degree,Asian/Pacific Islander,"$35,000 to $49,999",null,only 1 person in your country,Insecurity,Emails,4,5
Female,25-29,Some college or associate degree,Asian/Pacific Islander,"$35,000 to $49,999",null,only 1 person in your country,Surveillance,Emails,4,5
Female,35-39,Masters degree,White,"Less than $25,000",null,only 1 person in your state,InducedDisclosure,Emails,8,1
Female,35-39,Masters degree,White,"Less than $25,000",null,only 1 person in your state,Insecurity,Emails,8,1
Female,35-39,Masters degree,White,"Less than $25,000",null,only 1 person in your state,Surveillance,Emails,8,1
Male,25-29,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your state,InducedDisclosure,Emails,6,3
Male,25-29,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your state,Insecurity,Emails,6,3
Male,25-29,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your state,Surveillance,Emails,6,3
Female,45-49,"High school graduate, no college",White,"$50,000 to $74,999",null,only 1 person in your workplace,InducedDisclosure,Emails,1,8
Female,45-49,"High school graduate, no college",White,"$50,000 to $74,999",null,only 1 person in your workplace,Insecurity,Emails,6,3
Female,45-49,"High school graduate, no college",White,"$50,000 to $74,999",null,only 1 person in your workplace,Surveillance,Emails,8,1
Female,30-34,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your city,InducedDisclosure,Emails,6,3
Female,30-34,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your city,Insecurity,Emails,8,1
Female,30-34,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your city,Surveillance,Emails,8,1
Male,25-29,Some college or associate degree,Hispanic or Latino,"$35,000 to $49,999",null,only 1 person in your city,InducedDisclosure,Emails,4,5
Male,25-29,Some college or associate degree,Hispanic or Latino,"$35,000 to $49,999",null,only 1 person in your city,Insecurity,Emails,8,1
Male,25-29,Some college or associate degree,Hispanic or Latino,"$35,000 to $49,999",null,only 1 person in your city,Surveillance,Emails,7,2
Male,25-29,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your state,InducedDisclosure,Emails,4,5
Male,25-29,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your state,Insecurity,Emails,3,6
Male,25-29,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your state,Surveillance,Emails,3,6
Female,30-34,Some college or associate degree,Black or African American,"$50,000 to $74,999",null,only 1 person in your city,InducedDisclosure,Emails,6,3
Female,30-34,Some college or associate degree,Black or African American,"$50,000 to $74,999",null,only 1 person in your city,Insecurity,Emails,8,1
Female,30-34,Some college or associate degree,Black or African American,"$50,000 to $74,999",null,only 1 person in your city,Surveillance,Emails,7,2
Female,45-49,Some college or associate degree,Asian/Pacific Islander,"$50,000 to $74,999",null,only 1 person in your state,InducedDisclosure,Emails,8,1
Female,45-49,Some college or associate degree,Asian/Pacific Islander,"$50,000 to $74,999",null,only 1 person in your state,Insecurity,Emails,8,1
Female,45-49,Some college or associate degree,Asian/Pacific Islander,"$50,000 to $74,999",null,only 1 person in your state,Surveillance,Emails,8,1
Female,50-54,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your family,InducedDisclosure,Emails,6,3
Female,50-54,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your family,Insecurity,Emails,6,3
Female,50-54,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your family,Surveillance,Emails,6,3
Male,40-44,Bachelor's degree,White,"$100,000 to $124,999",3,only 1 person in your state,InducedDisclosure,FullName,4,5
Male,40-44,Bachelor's degree,White,"$100,000 to $124,999",3,only 1 person in your state,Insecurity,FullName,5,4
Male,40-44,Bachelor's degree,White,"$100,000 to $124,999",3,only 1 person in your state,Surveillance,FullName,3,6
Male,55-59,Some college or associate degree,White,"$25,000 to $34,999",4,only 1 person in your country,InducedDisclosure,FullName,3,6
Male,55-59,Some college or associate degree,White,"$25,000 to $34,999",4,only 1 person in your country,Insecurity,FullName,4,5
Male,55-59,Some college or associate degree,White,"$25,000 to $34,999",4,only 1 person in your country,Surveillance,FullName,3,6
Female,40-44,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your state,InducedDisclosure,FullName,4,5
Female,40-44,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your state,Insecurity,FullName,7,2
Female,40-44,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your state,Surveillance,FullName,6,3
Male,30-34,Masters degree,White,"$50,000 to $74,999",2,only 1 person in your family,InducedDisclosure,FullName,6,3
Male,30-34,Masters degree,White,"$50,000 to $74,999",2,only 1 person in your family,Insecurity,FullName,3,6
Male,30-34,Masters degree,White,"$50,000 to $74,999",2,only 1 person in your family,Surveillance,FullName,3,6
Female,30-34,Bachelor's degree,White,"$150,000 or more",3,only 1 person in your workplace,InducedDisclosure,FullName,5,4
Female,30-34,Bachelor's degree,White,"$150,000 or more",3,only 1 person in your workplace,Insecurity,FullName,8,1
Female,30-34,Bachelor's degree,White,"$150,000 or more",3,only 1 person in your workplace,Surveillance,FullName,8,1
Female,60 or older,Masters degree,White,"$100,000 to $124,999",4,only 1 person in your city,InducedDisclosure,FullName,3,6
Female,60 or older,Masters degree,White,"$100,000 to $124,999",4,only 1 person in your city,Insecurity,FullName,7,2
Female,60 or older,Masters degree,White,"$100,000 to $124,999",4,only 1 person in your city,Surveillance,FullName,3,6
Male,30-34,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your family,InducedDisclosure,FullName,3,6
Male,30-34,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your family,Insecurity,FullName,4,5
Male,30-34,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your family,Surveillance,FullName,3,6
Male,45-49,Masters degree,Asian/Pacific Islander,"Less than $25,000",5,only 1 person in your workplace,InducedDisclosure,FullName,2,7
Male,45-49,Masters degree,Asian/Pacific Islander,"Less than $25,000",5,only 1 person in your workplace,Insecurity,FullName,3,6
Male,45-49,Masters degree,Asian/Pacific Islander,"Less than $25,000",5,only 1 person in your workplace,Surveillance,FullName,2,7
Male,30-34,Bachelor's degree,Asian/Pacific Islander,"$35,000 to $49,999",4,only 1 person in your country,InducedDisclosure,FullName,5,4
Male,30-34,Bachelor's degree,Asian/Pacific Islander,"$35,000 to $49,999",4,only 1 person in your country,Insecurity,FullName,7,2
Male,30-34,Bachelor's degree,Asian/Pacific Islander,"$35,000 to $49,999",4,only 1 person in your country,Surveillance,FullName,5,4
Female,40-44,Some college or associate degree,White,"$35,000 to $49,999",2,only 1 person in your family,InducedDisclosure,FullName,1,8
Female,40-44,Some college or associate degree,White,"$35,000 to $49,999",2,only 1 person in your family,Insecurity,FullName,2,7
Female,40-44,Some college or associate degree,White,"$35,000 to $49,999",2,only 1 person in your family,Surveillance,FullName,2,7
Male,55-59,Some college or associate degree,White,"$25,000 to $34,999",4,only 1 person in your city,InducedDisclosure,FullName,3,6
Male,55-59,Some college or associate degree,White,"$25,000 to $34,999",4,only 1 person in your city,Insecurity,FullName,5,4
Male,55-59,Some college or associate degree,White,"$25,000 to $34,999",4,only 1 person in your city,Surveillance,FullName,3,6
Female,40-44,Some college or associate degree,Hispanic or Latino,"$25,000 to $34,999",4,only 1 person in your country,InducedDisclosure,FullName,4,5
Female,40-44,Some college or associate degree,Hispanic or Latino,"$25,000 to $34,999",4,only 1 person in your country,Insecurity,FullName,5,4
Female,40-44,Some college or associate degree,Hispanic or Latino,"$25,000 to $34,999",4,only 1 person in your country,Surveillance,FullName,4,5
Male,35-39,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your workplace,InducedDisclosure,FullName,1,8
Male,35-39,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your workplace,Insecurity,FullName,3,6
Male,35-39,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your workplace,Surveillance,FullName,1,8
Female,30-34,Some college or associate degree,White,"Less than $25,000",5,only 1 person in your family,InducedDisclosure,FullName,4,5
Female,30-34,Some college or associate degree,White,"Less than $25,000",5,only 1 person in your family,Insecurity,FullName,4,5
Female,30-34,Some college or associate degree,White,"Less than $25,000",5,only 1 person in your family,Surveillance,FullName,4,5
Female,35-39,Masters degree,Black or African American,"$125,000 to $149,999",3,only 1 person in your city,InducedDisclosure,FullName,3,6
Female,35-39,Masters degree,Black or African American,"$125,000 to $149,999",3,only 1 person in your city,Insecurity,FullName,4,5
Female,35-39,Masters degree,Black or African American,"$125,000 to $149,999",3,only 1 person in your city,Surveillance,FullName,3,6
Female,60 or older,Bachelor's degree,White,"$25,000 to $34,999",3,only 1 person in your workplace,InducedDisclosure,FullName,5,4
Female,60 or older,Bachelor's degree,White,"$25,000 to $34,999",3,only 1 person in your workplace,Insecurity,FullName,8,1
Female,60 or older,Bachelor's degree,White,"$25,000 to $34,999",3,only 1 person in your workplace,Surveillance,FullName,5,4
Male,25-29,Some college or associate degree,White,"$50,000 to $74,999",3,only 1 person in your workplace,InducedDisclosure,FullName,5,4
Male,25-29,Some college or associate degree,White,"$50,000 to $74,999",3,only 1 person in your workplace,Insecurity,FullName,5,4
Male,25-29,Some college or associate degree,White,"$50,000 to $74,999",3,only 1 person in your workplace,Surveillance,FullName,5,4
Male,25-29,Bachelor's degree,Asian/Pacific Islander,"$25,000 to $34,999",1,only 1 person in your country,InducedDisclosure,FullName,8,1
Male,25-29,Bachelor's degree,Asian/Pacific Islander,"$25,000 to $34,999",1,only 1 person in your country,Insecurity,FullName,3,6
Male,25-29,Bachelor's degree,Asian/Pacific Islander,"$25,000 to $34,999",1,only 1 person in your country,Surveillance,FullName,8,1
Female,60 or older,"High school graduate, no college",White,"$25,000 to $34,999",4,only 1 person in your state,InducedDisclosure,FullName,4,5
Female,60 or older,"High school graduate, no college",White,"$25,000 to $34,999",4,only 1 person in your state,Insecurity,FullName,3,6
Female,60 or older,"High school graduate, no college",White,"$25,000 to $34,999",4,only 1 person in your state,Surveillance,FullName,3,6
Male,25-29,Some college or associate degree,White,"Less than $25,000",3,only 1 person in your country,InducedDisclosure,FullName,4,5
Male,25-29,Some college or associate degree,White,"Less than $25,000",3,only 1 person in your country,Insecurity,FullName,4,5
Male,25-29,Some college or associate degree,White,"Less than $25,000",3,only 1 person in your country,Surveillance,FullName,4,5
Male,25-29,Bachelor's degree,Asian/Pacific Islander,"Less than $25,000",3,only 1 person in your state,InducedDisclosure,FullName,4,5
Male,25-29,Bachelor's degree,Asian/Pacific Islander,"Less than $25,000",3,only 1 person in your state,Insecurity,FullName,4,5
Male,25-29,Bachelor's degree,Asian/Pacific Islander,"Less than $25,000",3,only 1 person in your state,Surveillance,FullName,4,5
Male,60 or older,Bachelor's degree,White,"$75,000 to $99,999",4,only 1 person in your state,InducedDisclosure,FullName,5,4
Male,60 or older,Bachelor's degree,White,"$75,000 to $99,999",4,only 1 person in your state,Insecurity,FullName,5,4
Male,60 or older,Bachelor's degree,White,"$75,000 to $99,999",4,only 1 person in your state,Surveillance,FullName,6,3
Female,50-54,Some college or associate degree,Black or African American,"$50,000 to $74,999",3,only 1 person in your family,InducedDisclosure,FullName,7,2
Female,50-54,Some college or associate degree,Black or African American,"$50,000 to $74,999",3,only 1 person in your family,Insecurity,FullName,7,2
Female,50-54,Some college or associate degree,Black or African American,"$50,000 to $74,999",3,only 1 person in your family,Surveillance,FullName,7,2
Female,60 or older,Masters degree,White,"$100,000 to $124,999",2,only 1 person in your workplace,InducedDisclosure,FullName,3,6
Female,60 or older,Masters degree,White,"$100,000 to $124,999",2,only 1 person in your workplace,Insecurity,FullName,3,6
Female,60 or older,Masters degree,White,"$100,000 to $124,999",2,only 1 person in your workplace,Surveillance,FullName,6,3
Female,60 or older,"High school graduate, no college",White,"Less than $25,000",5,only 1 person in your family,InducedDisclosure,FullName,7,2
Female,60 or older,"High school graduate, no college",White,"Less than $25,000",5,only 1 person in your family,Insecurity,FullName,5,4
Female,60 or older,"High school graduate, no college",White,"Less than $25,000",5,only 1 person in your family,Surveillance,FullName,4,5
Male,30-34,Bachelor's degree,White,"$100,000 to $124,999",2,only 1 person in your workplace,InducedDisclosure,FullName,6,3
Male,30-34,Bachelor's degree,White,"$100,000 to $124,999",2,only 1 person in your workplace,Insecurity,FullName,7,2
Male,30-34,Bachelor's degree,White,"$100,000 to $124,999",2,only 1 person in your workplace,Surveillance,FullName,7,2
Male,35-39,Bachelor's degree,Asian/Pacific Islander,"$35,000 to $49,999",1,only 1 person in your state,InducedDisclosure,FullName,1,8
Male,35-39,Bachelor's degree,Asian/Pacific Islander,"$35,000 to $49,999",1,only 1 person in your state,Insecurity,FullName,3,6
Male,35-39,Bachelor's degree,Asian/Pacific Islander,"$35,000 to $49,999",1,only 1 person in your state,Surveillance,FullName,4,5
Male,40-44,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your state,InducedDisclosure,FullName,4,5
Male,40-44,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your state,Insecurity,FullName,5,4
Male,40-44,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your state,Surveillance,FullName,8,1
Female,55-59,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your city,InducedDisclosure,FullName,5,4
Female,55-59,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your city,Insecurity,FullName,7,2
Female,55-59,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your city,Surveillance,FullName,7,2
Female,35-39,"High school graduate, no college",White,"$25,000 to $34,999",4,only 1 person in your state,InducedDisclosure,FullName,3,6
Female,35-39,"High school graduate, no college",White,"$25,000 to $34,999",4,only 1 person in your state,Insecurity,FullName,2,7
Female,35-39,"High school graduate, no college",White,"$25,000 to $34,999",4,only 1 person in your state,Surveillance,FullName,3,6
Female,35-39,Masters degree,Asian/Pacific Islander,"$75,000 to $99,999",5,only 1 person in your workplace,InducedDisclosure,FullName,3,6
Female,35-39,Masters degree,Asian/Pacific Islander,"$75,000 to $99,999",5,only 1 person in your workplace,Insecurity,FullName,3,6
Female,35-39,Masters degree,Asian/Pacific Islander,"$75,000 to $99,999",5,only 1 person in your workplace,Surveillance,FullName,3,6
Male,35-39,Bachelor's degree,Asian/Pacific Islander,"$100,000 to $124,999",4,only 1 person in your country,InducedDisclosure,FullName,2,7
Male,35-39,Bachelor's degree,Asian/Pacific Islander,"$100,000 to $124,999",4,only 1 person in your country,Insecurity,FullName,3,6
Male,35-39,Bachelor's degree,Asian/Pacific Islander,"$100,000 to $124,999",4,only 1 person in your country,Surveillance,FullName,3,6
Male,25-29,Masters degree,Native American or American Indian,"$50,000 to $74,999",4,only 1 person in your family,InducedDisclosure,FullName,3,6
Male,25-29,Masters degree,Native American or American Indian,"$50,000 to $74,999",4,only 1 person in your family,Insecurity,FullName,7,2
Male,25-29,Masters degree,Native American or American Indian,"$50,000 to $74,999",4,only 1 person in your family,Surveillance,FullName,1,8
Male,25-29,Bachelor's degree,White,"$35,000 to $49,999",4,only 1 person in your family,InducedDisclosure,FullName,6,3
Male,25-29,Bachelor's degree,White,"$35,000 to $49,999",4,only 1 person in your family,Insecurity,FullName,7,2
Male,25-29,Bachelor's degree,White,"$35,000 to $49,999",4,only 1 person in your family,Surveillance,FullName,7,2
Female,55-59,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your city,InducedDisclosure,FullName,4,5
Female,55-59,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your city,Insecurity,FullName,5,4
Female,55-59,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your city,Surveillance,FullName,4,5
